상가업소번호,가게명,리뷰,evaluation
MA010120220809686541,두꺼비로멘스 신촌점,사장님이 엄청 친절하시고 안주도 맛있어요!!  시설도 깨끗하고 좋아서 앞으로 자주 갈 것 같아요!!  진짜 최고에요!!👍,(긍정 확률 : 0.98) 긍정
MA010120220809686541,두꺼비로멘스 신촌점,너무 친절하셨습니다. 음식도 맛있습니다.,(긍정 확률 : 0.98) 긍정
MA010120220809686541,두꺼비로멘스 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809686541,두꺼비로멘스 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800602941,다모토리2,👍,(긍정 확률 : 0.97) 긍정
MA010120220812535548,친구친구,국,(긍정 확률 : 0.98) 긍정
MA010120220812535548,친구친구,.,(긍정 확률 : 0.96) 긍정
MA010120220812535548,친구친구,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800560223,다모토리,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800560223,다모토리,다모토리 최고예요,(긍정 확률 : 0.98) 긍정
MA010120220800560223,다모토리,다모토리 가끔가서 가요듣기 좋은곳 입니다. 예전과는 다르게 게이횽들이 많아진듯 싶어요.,(긍정 확률 : 0.98) 긍정
MA010120220800639511,담,"신청곡도 잘 틀어주시고, 앨범이 있으면 엘피로 틀어주세요.   보통은 연령대가 있으신(?) 분들이 오셨었는데 이날은 젊은 20대친구들이 대부분이어서  에너제틱하게 놀았네요.  옆에 다모토리가 만석이라 반사이익을 누리는 것일수도 있는데 거의 다모토리수준으로 잼있게 놀았네요.   같은 맥주도 좋은 음악과 신나는 분위기에선 쭉쭉 들어가지요.   코로나때에는 손님이 별로없어서 걱정(?)했는데, 지지난주에 만석이어서 못가고 이번에도 꽉찬거 보니 너무 좋네요.   번창하세요.",(긍정 확률 : 0.97) 긍정
MA010120220800576445,홍초불닭 신촌본점,맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,맵찌리가 먹기엔 엄청나게 매웠지만 깔끔한 불맛이라 그런가 오래가진 않아 괜찮았어요! 누룽지에 올려먹으면 ㅈㅁㅌ❤️,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,원조의맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,ㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,핵존맛,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,홍초불닭 맛있는데 점점 없어져서 아쉬워요. 사장님이 친절하지는 않습니다.,(긍정 확률 : 0.71) 긍정
MA010120220800576445,홍초불닭 신촌본점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800576445,홍초불닭 신촌본점,.,(긍정 확률 : 0.96) 긍정
MA010120220800576445,홍초불닭 신촌본점,국,(긍정 확률 : 0.98) 긍정
MA010120220812399073,홍미닭발 신촌점,🥰🤭😆😀🙂,(긍정 확률 : 0.97) 긍정
MA010120220812399073,홍미닭발 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220812399073,홍미닭발 신촌점,좋아요~,(긍정 확률 : 0.98) 긍정
MA010120220812399073,홍미닭발 신촌점,10년째 오고있지만 늘 맛있습니다👍🏻,(긍정 확률 : 0.98) 긍정
MA010120220812399073,홍미닭발 신촌점,개인적으로 닭발을 왜먹는지 모르겠지만 그래도 아이들이 좋아했어요  매운게 조금 있었지만 계속 들어가는 맛이라 괜찮았어요,(긍정 확률 : 0.98) 긍정
MA010120220812399073,홍미닭발 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220812399073,홍미닭발 신촌점,"닭발,오돌뼈 다 맛있어요",(긍정 확률 : 0.98) 긍정
MA010120220812399073,홍미닭발 신촌점,정말 맛있어서 자주 먹는곳입니다 닭발도 맛있는데 오돌뼈 밥 비벼먹으면 정말 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805154691,SOLID ACE,사장님 정말 친절하시고 메뉴 추천도 엄청 잘해주세요 그리고 가격이 정말 좋음!!,(긍정 확률 : 0.98) 긍정
MA010120220806773217,온밥,혼밥에 양껏 먹고 ㅎㅅㅎ 맛나게먹었습니다,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,생각보다 맛은 soso해요.,(긍정 확률 : 0.91) 긍정
MA010120220812333801,타코로코,타코가 가장 맛있었어요 🌮,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,엔칠라다가 너무 맛있어서 다음에 가면 친구랑 한그릇씩 먹기로 했습니다 ㅋㅋㅋㅋ 양과 맛에 비해서 가격도 합리적이라고 생각해요,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,물티슈 없는게 아쉬웠습니다ㅜㅜ 가실거면 물티슈 챙겨가세여,(부정 확률 : 0.55) 부정
MA010120220812333801,타코로코,퀘사디아 맛있네요!,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,신촌 명물거리 안쪽 골목에 위치한 멕시칸 음식점입니다. 가게가 넓지만 자리는 별로 없어 웨이팅이 많습니다. 양도 푸짐하고 배부르게 한 끼 하기에 좋습니다. 인테리어도 예뻐서 주변 학생이라면 한번쯤 찾아가보면 좋을 것 같아요.,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,맛난 타코~,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,야외로 뚫린 곳이어서 담배냄새가 들어오는 게 아쉬웠습니다. 음식은 맛있습니다.,(긍정 확률 : 0.97) 긍정
MA010120220812333801,타코로코,인테리어 괜찮구요 맛은 전반적으로 온더보더보다덜 자극적이게 느껴졌어요  토마토소스 특유의 신맛? 상큼한맛이 더 잘 느껴지고 좀 담백했던것 같아요  깔끔하긴한데 제 취향은 아니였어요 (좀 자극적인맛 좋아하는편),(긍정 확률 : 0.97) 긍정
MA010120220812333801,타코로코,멕시칸느낌 인테리어와 시킨것두 다 맛났어요 또 올게요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,짱맛!! 브리또 짱,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,굿굿,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,맛나요!,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,잘 먹었네요.,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,아보카더 타코 맛있었어용 상큼,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,오랜만에 갔는데 서비스가 너무 별로였어요. 특히 카운터 보시는 분 너무 불친절하고 무섭,(부정 확률 : 0.95) 부정
MA010120220812333801,타코로코,타코 먹으려고 연대 다니고 싶어졌다.. 힝 ㅠ,(긍정 확률 : 0.90) 긍정
MA010120220812333801,타코로코,다음에 갔을때는 아보카도 퀘샤디아먹었는데 맛있었어요,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,7년 전 맞은편 건물 2층 있을 때부터 종종 들르는 집이에요!  예전엔 학교가 가까워서 더 자주 왔는데 요즘은 자주 못 오는게 아쉬울 정도 입니다ㅠ   음식점 고를 때 멕시코 식당부터 찾는 편인데 신촌에 이만한 멕시코 음식점이 없을 뿐더러  타코로코의 맛은 어딜 가도 유일무이합니다🥺 신촌에 약속있음 여기 가자고 1순위로 추천하고 주기적으로 생각나서 혼자서도 사먹으러 와요  예전엔 주로 부리또를 먹었는데 요즘은 치미창가에 빠져있어요. 오늘은 테이크아웃해오느라 감튀 추가 못 한게 아쉽네요ㅠㅠ  감튀랑 과카몰리가 맛있으니 꼭 추가해서 드세요,(긍정 확률 : 0.97) 긍정
MA010120220812333801,타코로코,맛은 그냥 그렇당! 양이 많고 가격괜찮,(긍정 확률 : 0.94) 긍정
MA010120220812333801,타코로코,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812333801,타코로코,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,가성비가 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,순두부찌개가 너무 짜다,(부정 확률 : 0.93) 부정
MA010120220800596371,고삼이 신촌점,신촌에서 치킨 빼고 맛집은 실패했었는데  음식 맛이 괜찮았습니다.,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,고등어 구이 짱맛있는데 오징어 뷲음이랑.된찌도 맛있어요!또 올께요!!,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,고등어구이 실하고 맛나요 근데 기대만큼은 아니고 딱 정직한 고등어맛ㅎㅎ 직원분들 넘 친절하셔서 좋았어요 담엔 오징어 볶음 먹어봐야 겠어요!!,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,"제가 요리할 때 간을 안 하는 편인데  고등어구이가 짭잘한 맛이 없네요. 첫 방문이라 원래 그런건지, 잘못 구워진건지 모르겠어요.  오징어볶음도 양념과 재료가 따로 노는 느낌이었고 안쪽에 있는 오징어는 크기도 작고 말라있었어요.",(부정 확률 : 0.77) 부정
MA010120220800596371,고삼이 신촌점,싸고 맛있어요~ 오랜단골,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,"전반적으로 조미료 가득한 짠 맛,,, 그래도 가성비 좋은 연대생 소울 푸드,,   행복은,,, 어디에나 있는 것,,, ^^ @azossii",(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,삼치보단 고등어가 맛나대요,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,엄청 친절하시고 맛있어요! 가게앞에 잘대면 두대까지 주차 가능해요!,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,고등어 오징어 맛있어요.,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,"신촌에서 오랫동안 사랑받는 생선구이집. 고등어구이(10,000원)와 삼치구이(12,000원) 모두 맛있습니다. 비린내도 잘 나지 않는 편으로 잘 구워져서 나옵니다. 학생들의 오랜 사랑을 받을 이유가 있는 집 같습니다. 오징어 볶음도 자연스러운 불맛이 특징으로 밥 한공기 뚝딱하는 매력이 있는 집입니다.",(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,바싹하게 잘구어주셨어요,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,넘 맛있어요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,자타공인 신촌 맛집,(긍정 확률 : 0.97) 긍정
MA010120220800596371,고삼이 신촌점,"고등어구이🐟, 오징어볶음🦑 너무 맛있어요❣️",(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,군,(긍정 확률 : 0.91) 긍정
MA010120220800596371,고삼이 신촌점,생선구이 먹기 쉽지 않은데 맛도 있어서 짱이예요👍🏻,(긍정 확률 : 0.89) 긍정
MA010120220800596371,고삼이 신촌점,🐟🦑 고등어구이 너무 촉촉하고 맛있어요! 오징어볶음도 완전👍,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,생선만 맛나게 먹음요,(긍정 확률 : 0.98) 긍정
MA010120220800596371,고삼이 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220811970915,통큰 장모님 밥상,굿,(긍정 확률 : 0.98) 긍정
MA010120220800599236,향꽃,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800599236,향꽃,사장님도 친절하시고 음식도 가격대비 푸짐한데 맛있기까지해요 ㅠㅠ 위에 어떤 점이 좋았나요 키워드 선택 5개 밖에 못하는게 아쉬울따름😭 전도 엄청 맛있게 잘 익혀 나오고 기본안주 라면 진짜 👍🥹짱이에여 옥수수 동동주도 존맛탱~! 담엔 밤막걸리 마시로 갈게용❣️,(긍정 확률 : 0.98) 긍정
MA010120220800599236,향꽃,ㅎㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800599236,향꽃,모듬전 양도 많고 맛있습니다!! 그리고 주전자 막걸리 완전 달아요 ㅎㅎㅎ 어디서 가져오시는지 막걸리 맛집입니다!!,(긍정 확률 : 0.98) 긍정
MA010120220800599236,향꽃,굿,(긍정 확률 : 0.98) 긍정
MA010120220800599236,향꽃,사장님도 친절하시고 음식도 맛있어요!!,(긍정 확률 : 0.98) 긍정
MA010120220800599236,향꽃,전이 진짜 맛있어요. 라면도 서비스로 주시고!! 신촌에서 전 생각나면 꼭 가봐야 하는 민속주점,(긍정 확률 : 0.98) 긍정
MA010120220812539433,본도시락 신촌점,본오더로 포장주문하고 찾으러 갔는데 봉투에 있는 이름보고 직접 알아서 찾아가라고 하셔서 수저 넣으셨는지 물어봤는데 인상쓰시면서 네? 하셔서 무안했습니다. 배달주문도 아니고 포장주문한거여서 직접 찾으러 간건데 좀....;;;;;;왜 화를 내시냐고 되물으면 갑질한다고 하실거같아서 말씀대로 이름보고 알아서 찾아나왔어요. 이전에 포장주문했을때의 기억이 좋아서 주문한건데 오늘은 좀 그래서 더이상 안갈거 같군요.,(부정 확률 : 0.71) 부정
MA010120220812539433,본도시락 신촌점,.....,(긍정 확률 : 0.56) 긍정
MA010120220812539433,본도시락 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220812539433,본도시락 신촌점,SKT tday 할인받아 저렴하게 배달 주문 맛있어요. 번창하세요,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,"계란말이 나오는데 15분걸려서 까먹은줄 알았지만 잘 나왔어욤,, 치즈계란말이 인데 치즈가 다 굳어서 나와서 쪼금 당황했네욤",(부정 확률 : 0.52) 부정
MA010120220803409968,신신포차,완전 맛잇어요 !!,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,너무 시끄럽다 하지만 가성비 좋다,(긍정 확률 : 0.96) 긍정
MA010120220803409968,신신포차,가성비는 별론데 우동맛남,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,굿,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,굿,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,돟아요,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,간단히 마시기 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,떡볶이 짱,(긍정 확률 : 0.97) 긍정
MA010120220803409968,신신포차,어머어머 친구가 소개시켜줘서 친구랑 같이 술한잔하러왔는데 이럴수가 치킨이 살아 숨쉬는 느낌이었어요! 새우도 입안에서 팔딱팔딱 뛰고요!! 진짜 신촌 술집은 무조건 신신이 최고!,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,가성비 맛집! 너무 맛있게 잘먹었어요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,"분위기도 좋고, 정말 맛있었습니다! 나오자마자 허겁지겁 먹느라 사진도 못찍었네요 ㅠ 직원분들이 친절하시고, 가성비 짱입니다. 앞으로 신촌 술집은 여기가 원픽 입니다👍🏻👍🏻👍🏻",(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,직원분들 너무 친절하고 안주도 완젼 가성비에오!!,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,친구들에게 소개받아서 간 곳인데 평일 저녁 남자알바생 너무 무례해서 불쾌했네요 다시는 가고 싶은 마음이 없네요,(부정 확률 : 0.95) 부정
MA010120220803409968,신신포차,분위기 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220803409968,신신포차,화장실 남녀공용 하나라 불편,(부정 확률 : 0.95) 부정
MA010120220803409968,신신포차,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220811947726,프라이빗 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220811947726,프라이빗 신촌점,👍🏻,(긍정 확률 : 0.97) 긍정
MA010120220811947726,프라이빗 신촌점,ㅋ ㅑ ♡ 안주가 맛있으니 술이 꿀떡꿀떡 들어가네염,(긍정 확률 : 0.97) 긍정
