상가업소번호,가게명,리뷰,evaluation
MA010120220812974480,호탕마라탕,비건 옵션이 있는 마라탕 가게인데 마라탕도 맛있고 다른 요리 메뉴들이나 볶음면들도 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,다양한 이벤트도 많고 맛있어요!! 사장님도 친절하십니다😁,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,단골입니다! 서비스도 많이 주시고 맛있고 정말 좋습니다 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,성젠바오가 미쳤어요...진짜 만두 먹는데 밑에 바삭하고 안에 육즙나오는게 행복했습니다... 사진에는 없지만 탄탄면도 시켰는데 탄탄면도 진짜 진하고 너무 맛있었어요!! 다음번엔 다른 요리들도 시도해보려구요🔥🔥,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,개인적으로 요즘 양산형 마라탕 가게가 너무 많아서 어딜가든 특별한 느낌을 받은 적이 없는데 여기서 처음으로 마라탕도 정갈한 음식이란걸 알았어요!!🥺 일단 기본 메뉴 구성이 너무 알차요 비건이신 분들을 위한 비건 선택도 가능하고 재료도 다 신선해서 사진에 보이는 것처럼 너무 많이 넣어버렸네요..ㅎㅎ 이외에도 중국 전통 요리도 몇가지 있어서 다음에 지인들과 또 오고싶은 곳이에요..!! 심지어 밀키트도 판매하셔서 집에서도 마라탕을 즐길 수 있다는게 더 핵심...🫶🏻 그리고 너무 친절하게 응대해주셔서 처음으로 네이버 리뷰 써봤어요..ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,"여러가지 중국요리 먹는 거 좋아하는데 마라탕 안하더라도 진짜 메뉴 다양하고 특히 쏸라펀 있는거,,,진짜 너무 좋았습니다ㅠㅠㅠㅠ 사장님 정말 친절하시고 매장도 이쁘고 깔끔해요!! 이 동네 이사와서 처음 외식한 거였는데 단골각입니다 우육면 탄탄면 완탕 등등 맛있는 메뉴 많아요!! 하나하나 맛도 괜찮았습니다 보통 메뉴 많으면 맛은 기대 안하게 되는데도 여기는 정말 메뉴 전부다 정성 다해서 만드신 느낌이었어요ㅠㅠㅠㅠ 우육면은 국물 깔끔하고 깊어서 해장으로도 딱일 느낌입니다. 가게 분위기도 편안하고 2층이라 환기도 잘 돼서 쾌적했어요!-! 다음에 마라탕 먹으러 또 올것입니다 사장님 오래오래 장사 해주세요,,❤️",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,마라 정도까지 조절할 수 있는 곳은 별로 없는데 여긴 가능해서 너무 조아요🥹💕 전 마라 좋아해서 보통으로 먹습니다! 보통도 세요..! 꽃빵이랑 같이 드세요들.. 빵 나오자마자 흥분해서 젓가락으로 냅다 찍어버렸는데 정신차리고 사진 찍었습니다:) 호탕마라탕 + 꽃빵 조합은 처음 먹었는데 앞으로 꽃빵 필수로 시킬 거 같아요! 특제 마장소스도 강추입니다! 다 추천만 하는 기분이지만.. 맛있는 걸요..? 잘 먹고 가요🥰,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,마라탕만 먹다가 마라샹궈 먹어봤는데 둘다 맛있어요~!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,비건 마라탕이 맛있어요!! 😘,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무맛잏어요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,매주 와요 맛있어요🥺,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛있어용:),(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,주변 마라가게 중에 얼얼한 가게 찾아왔는데 잘찾아온거같아요~ 많이 얼얼하게 해달라고 했는데 완전 맛있어요!!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,배달로먹어도 맛있는데 매장에서 먹으면 더 더 맛있어요 👍,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌 마라탕 마라샹궈 먹고 싶으면 항상 여기로 와요! 진짜 맛있고 국물도 끝내줍니다 ㅎㅎㅎ 오늘은 마라탕 마라샹궈 꿔바로우 배터지게 먹고 왔어요~.~ 항상 맛잇게 해주셔서 감사해요 번창하세요!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛있어요!!! 서비스도 친절해서 다시 오고싶습니다 :),(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,여기 먹고 다른집 안가요... 후회안하실겁니다! 매번 너무 잘먹고 가요!!,(긍정 확률 : 0.96) 긍정
MA010120220812974480,호탕마라탕,맛있어요!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,채수 국물이 아주 좋아요! 딴딴면도 처음 먹어 보는데 맛있네요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,살면서 먹어본 마라탕 중에 제일 맛있어요!! 얼얼한 마라맛 좋아하시면 추천합니다 집에서 거리 좀 되는데 항상 여기 와서 먹어요 리뷰는 처음 써보는데 잘 먹고 있습니다 감사해요 🥹,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,비건으로 탄탄멘도 먹을 수 있어요 너무 좋습니다…!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,호탕 마라탕 먹는 날만 기다려요....,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛있어요! 잘먹었습니다,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무 맛잇어용~~~,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,여기는 토마토달걀볶음을 꼭 드셔보셔야 합니다. 강추,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌에서 마라탕 3~4군데 이용해봤는데 여기가 제일 맛있음,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,"지금까지 이런 딤섬은 없었다,,, 마라탕이랑 마라샹궈만 판매하시는 줄 알았는데 중국 현지 음식에다가 무엇보다 만두!!! 딤섬!!! 모든 음식이 다 맛있었지만 정말 독보적으로 맛있었던 성젠바오 ㅠㅠ 겉은 바삭하고 속은 육즙으로 촉촉했던 그 맛을 잊지 못해서 저는 또 다음에 갈 예정입니다 ^-^",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,벌써 7번째 방문입니다! 여기만틈 마라탕 맛있는 곳 없습니다… 여기 먹으면 이흐로 다른 곳은 절 만족시키질 못합니다. 여러분. 신촌 마라탕은 호탕 마리탕이에요! 제발 드세요!!!!!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,넘 맛있어요 신촌 올 때마다 항상 방문하는 곳이에요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,술 마시면 다음날에 꼭 오는 곳... 여기는 배 안아픈 매운 맛이라 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌 최애 마라탕집이에요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,꿔바로우랑 성젠바오 맛집이에요!!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,백탕얼얼한맛으로 진짜 최고 맛집입니다. 간도 짜거나 싱겁지 않고 맛있습니다! 요우티아오 있는거 완전 최고고요. 마라탕 말고 그 외 중식메뉴들도 구색맞추기 아니고 정말 맛있어요! 마라탕말고 러우지아모 루러우판 토마토계란볶음 먹어보니 맛있더라고요 최고최고 신촌 왔다 하면 지나치지 못하는 집입니다. 스트리트푸드파이터에 중국에서 나오는 메뉴들 몇몇 접할 수 있어서 반가운집이에요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,또 왔어요! 맛나용,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,가격도 좋고 특히 만두 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛있게 잘 먹었습니다 쏸라펀 너무 맛있어요!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,지난 번에 방문하고 너무 맛있어서 재 방문했어요 :) 모든 메뉴 다 맛있어요.,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,사장님도 너무 친절하시고 넘 맛있게 먹었어요! 마라탕은 여기가 최고예요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌 마라탕 중에 가장 맛있어요!!! 친절하시고 청결해요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛있습니다,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,음식이 양 많고 맛있어요!!😀,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,마라샹궈 맛집이라는 친구의 추천으로 와보았는데 맛있네요!! 앞으로 자주 올 거 같아요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,마라탕 너무 맛있고 사장님도 친절하셔서 좋습니다!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,재료 정리가 깔끔하고 음식도 맛있어요😘,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌에서 젤 맛있는 마라샹궈집이에요! 사장님도 친절하세요~ 추천,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무맛있어용 신촌마라중에 최고!! N번째 재방문이에용 강추🥰❤️💕 그리고 친절하세요😊👍,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무 맛있어요 !!!! 딱 얼얼하고 맵기도 좋아요:),(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,현지의 마라샹궈랑 제일 비슷한 것 같아요~! 얼얼함 조절도 가능해졌네요! 마장 소스도 진하고 맛있어서 샹궈 시켜서 소스에 찍어 먹으면 스트레스가 싹 풀리는 느낌이에요ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,항상 먹는 마라탕집!! 다른곳은 너무 자극적이어서 속이 불편한데 여기는 속이 편안합니다ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛았어용어오오☺️☺️,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무 좋아요 추천합니다,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맨날 오는 곳!!! 너무 맛있고 좋아요 꽃빵튀김 강추,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,마라탕은 무조건 여기서만 먹어요 가게도 청결하고 맛은 항상 최고👍🏻👍🏻,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌비건맛집입니다,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,"엄청 오랜만에 왔는데, 사장님이 너무 친절하셔요!! 맛도 변함없이 맛있고 역시 최고입니다... 얼얼함 추가할 수 있어서 좋아요",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,진짜인생마라샹궈집이에요진짜정말진심으로대존맛입니다저지금숨참았어요진짜북경소주에마라샹궈에공기밥드세요제발,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,마라탕이 맛있어서 오는 곳! 혼밥하기도 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌에서 마라탕 여기가 제일 맛있는 것 같아용 자주 오겠습니다💜,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무 맛있어요 :D,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무 맛있어용 신촌에서 마라탕 무조건 여기 먹어용,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,재료중에 콩고기가 있어서 넘좋아요!!!!! 비건마라샹궈+버섯꿔바로우+토마토계란볶음 조합 👍👍👍,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,여기 마라탕 맛집인데다가 탄탄면도 진심 개개개개맛있어요 고기 좋아하시는 분들은 만두도 추천해요 그리고 여기 마라샹궈 마라탕 마파두부 탄탄면 중경소면 쏸라펀 비건 돼요!! 비건분들에게도 추천👍,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛있게 얼얼하고 매워요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,얼얼한 마라탕 좋아하시는 분들은 무조건 여기 오세요! 꿔바로우도 진짜 맛있습니당,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,"혹시나 양이 적을까봐 두개 주문해서 먹었는데 하나만 먹어도 양이 충분하고 좋았습니다! 비건으로 해주신 중경소면에 면과 국물의 조화가 매우 맛있었어요! 또 마라샹궈에 콩고기 넣어먹는게 처음이라 새롭기도 하고 맛있더라구요! 마라탕, 중국요리 좋아하시는 비건분들 요기 추천합니다! ㅋㅋ",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,맛있어요!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌 올때마다 와요^^ 다음에는 채식하는 친구도 데려오려구요  변하지않고 맛있어요~,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,정말 맛있고 마라가 찐이에요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,처음 와보는데 사장님도 친절하시고 맛있네요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,"맛있고 깔끔해서 좋아요 단골집입니다. 샹궈, 마라탕 이외 메뉴도 다 맛있어요",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,여기 처음 먹어보는데 사장님도 친절하시고 좋습니다:) 다음에도 재방문할게요!!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,신촌에서 제일 애정하는 마라탕 맛집입니다 :) 맛있어요!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,너무 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,국물이 엄청 진하고 맛있습니다. 사장님이 매우 친절하세요 굿입니다! 신촌에서 젤 유명하데서 찾아와써요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,자극적이면서도 맛있는 마라탕 입니다!!!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,매운단계 : 조금매움 얼얼함: 보통 위와 같이 주문 했어요. 보통 얼얼함으로 주문해도 되게 얼큰하고 맛있어요!!😋,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,"비건 메뉴가 있는 중식당 너무 소중하고 맛있습니다🌿🌿💚💚 사장님도 너무 친절하고, 메뉴 하나하나 맛없는게 없어요! 물론 논비건 메뉴도 너무 맛있어서, 메뉴 도장깨기하고 싶네요!! 사장님도 친절하셔서 갈 때마다 즐겁습니다🥰",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,지인 추천으로 한 번 오고 자주 방문하게 됐는데 메뉴가 다양하고 전부 맛있는거같아요ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,오늘 처음와봤는데 너무 맛있고 좋아요 !!!!!! 마라탕 짱 👍🏻👍🏻,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,저번에 먹고 또 먹고싶어서 퇴근하자마자 달려왔어요~츄베릅,(긍정 확률 : 0.97) 긍정
MA010120220812974480,호탕마라탕,"다양한 비건 메뉴가 있어서 무척 반가웠어요. 저는 비건 마라탕만 먹었는데, 마라탕 국물이 시원하고 깔끔했습니다. 다른 비건 메뉴들도 먹어보고 싶어요, 좋은 사람들과.  사장님?이 친절하신 것도 감사했어요.",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,국물이 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,마라탕 먹을 땐 여기에만 와요! 신촌 최고!,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,"올때마다 항상 맛있게 잘 먹고가요! 마라탕도, 마파두부도, 만두도 다 추천합니다 :)",(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,사장니이 친절하셔서 좋아요 항상 잘 먹고 있습니다 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,믿고 먹는 호탕! 마라탕 먹고 싶으면 맨날 여기루 옵니당,(긍정 확률 : 0.98) 긍정
MA010120220812974480,호탕마라탕,처음 와봤는데 진짜 너무 맛있어요…😭 사장님이 음료수도 따주시고 되게 친절해요 덕분에 잘 먹고 갑니다,(긍정 확률 : 0.98) 긍정
