상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220805858556,무에,예전부터 오려고 했던 카페. 오늘은 회사 여유시간을 틈타 커피를 사러 왔어요!  적당한 음악소리에 편안한 분위기의 무에입니다.  커피원두도 직접 로스팅하시니 훨씬 커피의 향이 좋은 것 같아요!!^_^  이렇게 완벽한 오픈주방은 또 없는 듯. 더 믿음이 가는 장소 입니다!!^_^ #메뉴판 #필터커피 #안국커피,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220805858556,무에,커피 맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220805858556,무에,좋아유,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220805858556,무에,친절해여,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220805858556,무에,라떼 짱!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220805858556,무에,짱입니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220805858556,무에,짱좋아요. 드립 먹어본다는 걸 깜빡해서 제가 너무 아쉬웠습니다 ㅋㅋ (라떼도 부드럽게 맛있었음..)디저트도 진짜 대쟌맛왕맛 !,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220805858556,무에,"북촌 초입에 사람이 너무 많아 밀려밀려 올라갔다가 좋은 카페 찾았어요! 룽고랑 아메리카노 같이 파는 곳,, 사장님이 커피 내리는 모습 보는데 참 재밌네요!",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220805858556,무에,그라나따 먹고 싶어서 방문 했는데 시즌이 끝나서 정말 아쉬웠던 .. 😢 커피를 너무 많이 마셔서 호지차를 마셨는데 호지차 맛있었어요! 하지만 티라미수는 빵 부분이 너무 젖었던 .. 별로였어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806024744,라 끌레,낭만 넘치는 재즈바,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806024744,라 끌레,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806024744,라 끌레,친절하세요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806024744,라 끌레,분위기 너무 좋고 선곡도 대중적인 곡들이 많아서 데이트코스로 완벽 😚🤎 오픈런해서 좋은 자리 겟하는 걸 추천합니동,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806024744,라 끌레,분위기 좋습니다!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806024744,라 끌레,분위기 좋고 뮤지션 훌륭함. 서버분이 물티슈 아까워함. 라스트오더 공지 없음. 네이버 정보 시간보다 일찍 마감함. 자리 많은데 혹시 올 단체를 의식한건지 너무 다닥다닥 붙여 앉힘.,(부정 확률 : 0.57) 부정,부정,0.57
MA010120220806024744,라 끌레,빈티지한 느낌이 좋습니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806024744,라 끌레,분위기 너무 좋아요!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806024744,라 끌레,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220806024744,라 끌레,피아노와베이스기타 조합이 그렇게 좋은줄 몰랐네요. 너무 좋은시간이었어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,"조용한 분위기, 북촌뷰, 커피 맛 좋아요.",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,커피맛집:),(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220806167899,네마커피 삼청점,아메와 애플파이의 조합이 굿,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,낮에 가면 뷰가 너무 예쁠 것 가타효 ⛄️  창가에 앉아서 잔잔하게 대화하기 좋네요 😁,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,"단 음료 안 좋아하시고, 차 좋아하시면 피치레몬티 추천합니다 ヽ(´▽`)/ 카페 분위기가 잔잔해서 좋았어요 𖤐",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,삼청동 좋은카페~~파이맛집!,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220806167899,네마커피 삼청점,라떼이즈 굿...!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,"초코 아마레나 완전 초콜릿을 녹여서 먹는 것처럼 엄청 진하고 맛있어요!!! 커피 원두도 오리지널 블렌딩 먹으니 존맛,,, 내부에 화장실도 있어서 넘 좋아요!!!",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,분위기도 좋고 커피도 디저트도 다 맛있었어요~,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,좋아요.,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806167899,네마커피 삼청점,깔끔하네요.가격은 좀 있네요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,경복궁 갔다가 찾아가봤어요 따뜻한 아메리카노 상콤한 맛 너무 맛있었어요! 글고 티라미수는 꼭 드세요ㅠㅠ  편안한 분위기도 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,북촌 네마 카페 인테리어와 뷰가 너무 예뻐서사진찍기 좋습니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,블렌딩 아메리카노 맛있었어요 ^^!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,고즈넉하고 카페가 아담해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806167899,네마커피 삼청점,처음가봤는데 음료도 맛있습니다 좋았어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,11월 7일 기준 은행잎 아직 예쁘게 있어요!! 창가뷰가 넘 예쁩니다💛 커피도 애플파이도 맛있었어요 🍎☕️,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,날씨가 적당한 날엔 야외 두좌석 정도 있는데 거기서 먹어도 운치있고 내부가 그리 넓진 않지만 삼청동이 주는 특유의 안락함과 편안함이 느껴짐ㅎㅎ 일단 드립커피 맛있음! 합격❤️‍🔥,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,분위기 좋고 커피도 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806167899,네마커피 삼청점,오랜만에 내 취향의 고소한 라떼를 마실 수 있던 곳  창 너머로 보이는 뷰도 꽤 좋다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,.,(긍정 확률 : 0.84) 긍정,긍정,0.84
MA010120220806167899,네마커피 삼청점,너무너무 좋아요! 또 가고 싶은곳,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,스콘이 촉촉하고 맛있어요 파이는 품절이었어서 다음에 또 도전해보겠습니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,커피도 맛있고 채광도 분위기도 좋은 삼청동 골목카페에요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,커피 맛집이죠. 삼청동에 오면 찾는 커피 네마. 커피맛이 조금만 진했으면 좋겠습니다.,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806167899,네마커피 삼청점,좋아요:),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806167899,네마커피 삼청점,가을에 가기 좋은 한옥뷰 카페 ! 가격도 괜찮구 좋아요 ㅎㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,좋아여,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220806167899,네마커피 삼청점,맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806167899,네마커피 삼청점,커피도 너무 맛있구요 화장실 인테리어가 짱. 전시보다 잠시 쉬어가기좋아요!!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,굳,(긍정 확률 : 0.87) 긍정,긍정,0.87
MA010120220806167899,네마커피 삼청점,직원분들이 친절하시네요 기분좋은 커피 한잔^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,뷰나 인테리어는 좋아요! 의자는 불편해요 ㅠ 피치 레몬티는 약간 멀미날 수 있어요 ㅎㅎ 🥹,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220806167899,네마커피 삼청점,친절하고 커피도 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,커피 디저트 다 맛집~~,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220806167899,네마커피 삼청점,플랫화이트의 커피맛이 진해서 정말 좋았습니다. 베리 파이 또한 진한 베리쨈과 바삭한 파이의 조화가 행복하게 해주는 맛이었어요. 다음에는 사과 파이도 먹어보고 싶네요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220806167899,네마커피 삼청점,실내도 좋지만 실외는 더 좋은,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806167899,네마커피 삼청점,이 옆에 카페(파툼) 가려다 사장이 자리도 먼저 못 보게 하고 올라가지를 못하게 해서 기분 나빠서 네마로 왔는데 사장님이 친절하시고 커피도 맛있어요!! 오길 잘 했네요 🤎👍🏻,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806167899,네마커피 삼청점,"맛있고 인테리어,뷰 다 좋았어요!! 직원분도 친절하세요- :)",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806389097,송재헌,와인도 맛있고 사장님도 친절하시고 마스코트 명란이도 멋져요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,연말 단체 모임 갔었는데 좋았어요(양은 적음),(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,보리굴비 정식과 떡갈비 정식을 시켰는데 다 맛있고 나오는 반찬들도 다 맛있었어요 가족들과 다시 오고싶어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806491125,소선재,가족끼리 나들이중에 맛나게....,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,보리 굴비 오랜만. 한옥에서 맛보니 특별해요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806491125,소선재,맛잇어요. 깨끗하구요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,예약을 전날 하고 당일 저녁 외국 손님을 모시고 갔는데 예약한 시간에 자리가 없다는 황당한 소리를 시전하셨다. 애초부터 예약을 받질 말던지.. 결국 먼저 예약도 없이 한 자리 차지한 손님들 나가는 동안 옆에서 이삼십 분 기다리고 나서야 자리 얻었다. 미안하다며 잘해주겠다더니 뭘 잘해줬는지 모르겠다. 요새 별점을 주는거면 0.5점 주고 싶다.,(부정 확률 : 0.93) 부정,부정,0.93
MA010120220806491125,소선재,대기 안내도 친절히 해주시고 4살 딸아이에게도 잘 대해 주셔서 좋았습니다 보리굴비도 떡갈비도 미나리전도 다 훌륭했어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,맛은 쏘쏘  은근 불친절  룸으로 되어있어서 단체 모임 하긴 좋았음.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,평일 오전 오픈하자마자 갔는데도 불구하고  예약 손님이 많아서 못 먹을 뻔 했어요. 근처 회사사람들 점심 예약 많이 하는 것 같았어요.  대신 예약시간 전에 식사 가능하면 받아주시는 것 같더라고요. 30분 만에 빠르게 식사 마치고 나왔어요. 정갈하고 맛있어요 :) 양은.. 적을 수 있어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,"북촌에 예약불가하고 줄서서 대기해야 하는 곳이 많은데, 예약도 가능하고 줄 없이 워크인으로 들어갈 수도 있는 점이 좋았습니다. 한정식집이지만 좌식이 아닌 입식좌석이구요 (오히려 더 편할수도) 음식은 한상차림이라 깔끔하네요.  떡갈비정식, 보리굴비정식, 젓갈보쌈정식 등 다양하게 먹었는데, 깔끔하지만 반찬이 좀 부족한 부분은 있습니다. 특히 젓갈보쌈정식은 젓갈이 너무 적...  평소 보리굴비 좋아하는 편이 아닌데도 여기서는 냄새가많이 나지 않아 맛있게 먹었네요.  다만 밥도 양이 좀 적으니 참조하세요. (추가 가능)  넓지않은 매장이지만 그래도 쾌적한 분위기에서 식사를 잘 하였습니다. 참고로 동네 여건상 주차가 어려우니 근처 공영주차장 등을 이용하셔야 할것 같습니다~",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806491125,소선재,특별한 메뉴와 맛이 아님에도 꽤 비싼 가격. 서비스 해주시는 분들 다 바쁘시고 어떤분은 불친절. 다시 가고 싶지 않아요,(긍정 확률 : 0.82) 긍정,긍정,0.82
MA010120220806491125,소선재,보리굴비 먹었는데 맛도 좋고 종업원분들도 친절해서 좋았습니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,정갈하고 맛있어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,음식이 너무 정갈하고 반찬과 식사 모두 맛있어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,보리굴비 진짜 맛있어요 양은 적은데 음식은 대체적으로  맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806491125,소선재,"부모님이랑 청화대 구경하다 근처 삼청동에 한식집을 찾던중 주말이라 웨이팅 많을까바 걱정했는데 가자마자 운좋게 1테이블 있어서 바로 들어갔네요! 한상차림이라 깔끔하고 정갈하게 나와서 너무 좋았구요👍🏻 떡갈비 너무 맛있었습니다! 반찬도 간이 쎄지도 않도 밥이랑 먹기 좋았습니다.그리고 반찬 부족하면 가져다 주시고, 수육에 나오는 장아찌도 더 달라고 요청하니 바로 친절하게 가져다 주셨어요!!😀 부모님과 같이 방문 추천 드려요🫶🏻",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,정갈하고 맛있었어요 반찬 더 주실수 있다 물어보시고 기분좋게 잘 먹었습니다 :),(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,가격대비 양이 적고 그냥 그래요,(부정 확률 : 0.96) 부정,부정,0.96
MA010120220806491125,소선재,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220806491125,소선재,맛있었어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,맛있다,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806491125,소선재,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220806491125,소선재,"떡갈비, 미나리전 모두 맛있어요~~",(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220806491125,소선재,조미료가 안들어간 음식이 아주 깔끔하고 맛있었습니다 밥양이 조금더 많으면 더 좋을것같아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,청와대 구경 후 딱 점심시간이 걸릴것 같아서 미리 예약했어요. 넷이서 보리굴비2 떡갈비2 미나리전1 먹고 떡갈비 또 추가하고 밥도 3공기나 더먹었네요(?!) 음식이 깔끔하고 맛있어서 부모님께서 정말 좋아하셨어요. 잘 먹었습니다~ 그리고 한옥의 인테리어가 분위기 좋았어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,음식 다 맛있어요 짜지않고,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220806491125,소선재,음식이 정갈하고 맛있어요 직원분들도 굉장히 친절하십니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,음식이 정성이 담겨있담겨있는것같아 좋아요 하지만 좀 비싼것 같아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806491125,소선재,너무너무 평범.. 그 가격에 절대 못 미치는 맛입니다. 게다가 직원분 퉁명스러워서 밥맛 떨어졌어요. 가지마세요,(부정 확률 : 0.97) 부정,부정,0.97
MA010120220806491125,소선재,전체적으로 나쁘지는 않으나 밑반찬이 조금 부족한 느낌이었어요 쌈채소라도 추가된다면 좀 더 다채롭게 즐길수있지 않을까싶네요,(긍정 확률 : 0.99) 긍정,긍정,0.99
