상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220813099356,스카이문 루프탑,분위기가 좋아요.^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,"칵테일이 종류가 엄청나게 다양하고, 맛있어용!! 분위기도 너무 좋아요 ~ 루프탑도 너무 예쁘고 꼭 여름바다에 온거 같아요~ 노래도 너무 좋고 조명도 반짝반짝 너무 예쁘네요~^^  사장님도 너무 친절하시네요 ^^ 친구라 재밌게 놀다가네요*^^*",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,분위기도 좋고 마티니도 너무 맛있어요 인생 술집 될꺼같아요^^  사장님 이 너무 친절하세요    다들 분위기 좋은 바에서 한잔하세요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,친구들이랑 또 왔어요 이번엔 빙수 서비스로 주셔서 넘 좋았어요 >_<,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,장소 너무 이뻤고 화장실도 깨끗해서 좋았어요 ~ 칵테일 깔루아밀크 추천합니다 시간되면 위에 루프탑도 가보고 싶네요  빙수는 서비스로 주셨어요 ! 감사합니다~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,여자들이 너무 좋아할만곳!! 일단 디자인들이 너무 예뻐서 사진찍기 좋아요!!💜 사장님 너무 친절하셔서 다음에 또 방문할게요👍🏻🍹,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,분위기 최고 칵테일도 맛있어요 ㅠㅠㅠㅠ 완전 좋아요 !! 다음에 또 갈게요 ❤️,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,친구들과 같이 갔는데 분위기 너무 좋아요 😍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,처음갔는데 너무 좋아요 다음에 또 올게요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,코로나 풀리고 친구랑 루프탑을 오랜만에 갔는데 역시 좋았어요 루프탑 특유의 분위기가 마음에 들어서 좋았습니다 😍안주랑 술도 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813099356,스카이문 루프탑,남자셋이서 칵테일바는 처음 갔는데 얘기 하기 좋고 분위기도 좋아요 다음에 또 올게요 번창하세요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813622235,소주밤,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814185142,기중상점,처음가봤는데 신기했어용!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814185142,기중상점,기본안주가 라면에 슬러시 떰즈업. 초록매실세트 맛도리에용,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220814185142,기중상점,신촌에서 대화하면서 술 먹기 좋은 곳입니다! 빈티지 감성도 너무 좋아요✨,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,피클과 부추무침 정말 맛있어요 곱창조라가보단 염통조 수준입니다. 염통좋아하시는분만 가시면 될 듯요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,전지점 통틀어서 여기가 제일 친절해요!! 밥도 찌개도 곱창도 다 맛있어요~ 너무 친절하셔서 기분 좋게 잘 먹고 갑니다!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,jmtgr!!!! 시험끝나거나 곱창 쿨타임차면 꼭 갑니닷 무한리필도 좋고 무리하고 싶지 않을때는 모둠 시켜서 먹으면 돼여  양념되어있어서 질리지 않고 많이 먹을 수 있어욤 고구마떡 킬러라 많이 주셔서 감사합니당 또 방문 할게요!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,일단 친절하심 자주 먹으러 가요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,"고기 리필을 넉넉하게 주세요;; 찔끔찔끔 계속..;;;;; 그리고 국물에 기름이 너무 많아서 못먹겠어요 도시락 볶음밥, 파김치 맛있어요",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804044998,김덕후의곱창조 신촌점,친절하고 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806708070,반이학생마라탕마라반,친절하고 맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806708070,반이학생마라탕마라반,새벽 마다 여는건 봤는데 먹으러 온건 오늘 처음 근데 일단 언니 너무 친절함... 넘나리 맛잇다리 혼술하고 해장하러온 혼술녀 남김,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806708070,반이학생마라탕마라반,맛있어요~~!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806708070,반이학생마라탕마라반,마라탕이랑 꿔바로우 이벤트로 엄청 싸게 잘 먹었습니다ㅠ💗 기간 끝나기 전에 또 오고싶어요!! 뒷 좌석 분들 드시고 계시던 덮밥들도 맛있어보여서 다음엔 덮밥도 도전해보고싶습니다!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806708070,반이학생마라탕마라반,가지덮밥이 정말 맛있었어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803220643,카츠미,맛이 너무 과하지도 않아서 질리지 않아 많이 먹었습니다 또 생각나네요:),(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220803220643,카츠미,식기 밑 냅킨보면 옛날사진인거 아시겠죠 초심찾으세요  17년도 신촌에서 대학 OT가 끝나고 취한채 처음보는 일식에 끌려 카츠미를 혼자 들어갔었어요 그후 군대가기 전 지인들을 꼬셔 달에 3번은 갔을 정도로 돈이 아깝지 않은 가게였어요  그런데 신병휴가로 전역한 선임과 카츠미를 갔을때 1인 1화로가 아닌 테이블당 1개 화로 바뀌었을때 맛은 그대로였지만 먹는대 너무 불편해 서비스의 질이 떨어졌다고 생각하여 멀어지게 되었어요  그런데 몇일 전 꿈속에서 카츠미의 맛이 떠올라 서울에 오신 부모님과 갔는데 실망스러웠어요  예전에는 생으로 먹어도 맛있었던 규카츠가 익히지 않으면 저도 부모님도 씹다 조금씩 뱉을 정도로 질이 떨어지고 양도 부족해졌던 거예요  4만원이 너무 아깝네요 이전의 규카츠 가게로 돌아오시면 좋겠습니다,(긍정 확률 : 0.68) 긍정,긍정,0.68
MA010120220803220643,카츠미,굿굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803220643,카츠미,맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803220643,카츠미,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803220643,카츠미,언제 먹어도 옳은 규카츠… 너무 맛있게 잘 먹고 갑니다!!🤤,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803220643,카츠미,신촌 맛집!! 규카츠 너무 맛있어요😋 매장이 좁은게 좀 아쉽네요..!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803503818,썸타로사주 타로카페썸,good! 언제나👍🏼👍🏼👍🏼🙏🏼,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809686541,두꺼비로멘스 신촌점,.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220809686541,두꺼비로멘스 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809686541,두꺼비로멘스 신촌점,친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800602941,다모토리2,신나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812535548,친구친구,단체모임하기 좋아요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800560223,다모토리,레트로갬성,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800560223,다모토리,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800560223,다모토리,신나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800560223,다모토리,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800560223,다모토리,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639511,담,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800576445,홍초불닭 신촌본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800576445,홍초불닭 신촌본점,맛있어요😆,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800576445,홍초불닭 신촌본점,사장님 왜 마스크를 안 쓰시나요.. 기침하시면서 조리하셔서 계속 찝찝했습니다. 좋아했던 집인데 앞으로 안 가게 될 것 같아요.,(부정 확률 : 0.91) 부정,부정,0.91
MA010120220800576445,홍초불닭 신촌본점,무뼈닭발 세트 주문. 맛있는데 뒷맛이 엄청 맵네요. 매운 거 잘 먹는 편인데도 매워요. 계란찜 부드럽고 맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800576445,홍초불닭 신촌본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800576445,홍초불닭 신촌본점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812399073,홍미닭발 신촌점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220812399073,홍미닭발 신촌점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220812399073,홍미닭발 신촌점,맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812399073,홍미닭발 신촌점,😀👍,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812399073,홍미닭발 신촌점,통닭발 셋트 맛있네요. 다만 오돌뼈 상태가  아쉽더라고요. 제육볶음하고 남은 거 같았거든요근데 양념맛 탄맛이 맛있어서 주먹밥이랑 같이 먹으면 별밉디다? 결론은 싹싹 다 먹었쥬  오돌뼈가 더 튼실하면 완벽했겠다! 이상입니다~ 아 사장님 매우 친절하심!,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220812399073,홍미닭발 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812399073,홍미닭발 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806773217,온밥,가성비가.좋아요 주로 해물된장찌개랑 계란 그리고 도토리묵을 시켜요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809705058,마미골,골뱅이 맛집 소면추가가 따로 없어서 더 주셨음>.<,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220809705058,마미골,골뱅이 엄청 신선하네요~ 맛있게 잘 먹었습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,처음 가봤는데 살짝 웨이팅 했다고 서비스도 주셨어요! 엄청 친절하시구 맛있습니다. 양도 많아서 저랑 친구는 좀 남겼네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,🌮,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812333801,타코로코,맛이 아주 좋습니다👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,타코 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,"멕시코 음식 넘 맛나네용~ 굿, 굿😘",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,매장 내부가 깨끗하고 음식이 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,너무좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있고 좋은데 여자 사장님?이 조금 불친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있오요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있어요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있어요💖,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,"브리또, 타코 다 맛있어요!! 브리또가 진짜 실하고 맛이쏘요 ㅎㅎ",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,피쉬타코 넘 맛있어용🥰,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,강려크한맛 맛있었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,평일 런치 가성비 좋아요. 친절합니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,아보카도칠리 치킨 부리또!!,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220812333801,타코로코,진짜 맛있어요 강추강추,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,인테리어 깔끔하고 직원들 친절하심 음식은 약간 짰음...ㅠㅠㅠ 고기가 많이 들어감,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812333801,타코로코,맛있어요 분위기도 좋고 살짝 다른데보다 자극적인것 같긴 했다요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,너무 맛있어서 자주 가요 !! 든든하고 좋아용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,타코 맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,새우타코가 맛있고 런치세트로 제공하는 청량음료와 프렌치프라이가 좋아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,점심으로 먹기 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있습니다. 하지만 물티슈가 필요하네요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,제가 한 번 방문한 후에   제 외국인 친구에게 추천해서 10명 가량이 브레이크 타임 전에 방문하였다가 쫓겨나다시피 했다는 말을 들었습니다.  그들이 외국인이 아니었다면 내쫓지 않았을 상황이라 하더군요.   단체손님을 내쫓는 경우는 잘 없으니까요.  이 이야기를 듣고 상당히 속상했습니다.,(부정 확률 : 0.57) 부정,부정,0.57
MA010120220812333801,타코로코,인테리어도 힙하고 타코 맛있어요!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,인테리어도 깐지나고 양도 많고 맛있고 나중에 또 와야지~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,입장도 안내를 잘못해 3번이나 나갔다 들어갔다 시키더니 주문한 메뉴도  잘못 나와서 다시 함. ㅠ 새우타코는 냉동 새우를 전처리 안했는지 너무 짰고 대체로 소스가 부담스러웠음. 사장인지 매니저인지 대게 띠꺼웠응  재방문 안함.,(긍정 확률 : 0.74) 긍정,긍정,0.74
MA010120220812333801,타코로코,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있지만 소고기가 너무 잘게 썰려있어서 아쉬웠습니다만..요즘 미친듯 치솟는 물가상승을 생각하니 소고기..식재료값도 많이 올라겠군 라고 바로 납득했습니다. 부리또 맛나욥~!,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812333801,타코로코,멕시코 음식 먹고싶을 때 가기 좋은 맛집! 숨겨져 있어서 몰랐는데 타코 맛집이었어요 가격대도 괜찮고 맛도 좋아서 다음에 또 갈 듯😀,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛잇어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,"멕시칸 요리 엄청 좋아해요!  비프 엔칠라다 + 제로 코크  양도 빵빵하고 혼밥하기 딱 좋아요   겨울에 멕시코 가는데  벌써부터 멕시코 여행 다녀온 기분이네요!  감사히 잘 먹었습니다  자꾸 생각날 것 같은 장소, 맛도  최고였어요 ^^",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,맛있었어요🔆,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812333801,타코로코,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
